LOCAL,SEXO,IDADE,RMSE,MAE,sMAPE
Norte,Mulheres,30-34,0.0001045601747254,0.0001035663584706,9.92940315068297
Norte,Mulheres,35-39,5.83198045109875e-05,5.35777183067816e-05,3.86178121070142
Norte,Mulheres,40-44,7.73390148322399e-05,6.59618271248592e-05,3.41119586017957
Norte,Mulheres,45-49,0.0002787333076731,0.000278169578468,10.0904961963706
Norte,Mulheres,50-54,0.0003286097904904,0.0003216287714866,7.99366655706829
Norte,Mulheres,55-59,0.0004025291830217,0.000391173157651,6.465150825419
Norte,Mulheres,60-64,0.0004693576852447,0.0004296455282213,4.54056592150928
Norte,Mulheres,65-69,0.0007693725303547,0.0006828912911656,4.69075329145332
Norte,Mulheres,70-74,0.001051036370544,0.0010388493325106,5.03387948031856
Norte,Mulheres,75-79,0.001870786220088,0.0018591375274637,5.07305360813129
Norte,Mulheres,80-84,0.0022829438295258,0.0022445458355897,3.53495800143127
Norte,Mulheres,85-89,0.0039587767962324,0.0037239674410782,3.3931554783665
Norte,Mulheres,90+,0.0143990811710701,0.0143312267709559,7.93457260812686
Norte,Homens,0,0.0016434486242589,0.0012637060319691,7.00985386600329
Norte,Homens,1-4,6.72055997950398e-05,5.63365489231118e-05,6.59804228857658
Norte,Homens,5-9,1.47901114340354e-05,1.39089069616876e-05,3.98044829915351
Norte,Homens,10-14,1.31539308361179e-05,1.27049666406937e-05,2.86169321233741
Norte,Homens,15-19,0.000135466490133,0.0001193561983182,5.32345194488774
Norte,Homens,20-24,0.000205232048896,0.0001984880327924,5.79857976098798
Norte,Homens,25-29,0.0001609079891157,0.000149918088833,4.57342461656002
Norte,Homens,30-34,0.0002137794291715,0.0001728012646823,5.30805315013698
Norte,Homens,35-39,0.0002605546262149,0.0002289469166182,6.70563539966296
Norte,Homens,40-44,0.0006021520398258,0.0006000931960063,14.7691879481795
Norte,Homens,45-49,0.0007652074436315,0.000751512594688,14.366156952771
Norte,Homens,50-54,0.000445204937569,0.000432021926251,6.00903918641182
Norte,Homens,55-59,0.0004838672953369,0.0004796024002667,4.68422225412823
Norte,Homens,60-64,0.0009020470446698,0.0008844937573228,5.80046800982067
Norte,Homens,65-69,0.0007682198456303,0.0006634393162581,2.92703833824247
Norte,Homens,70-74,0.0013853057066084,0.0013100168220432,4.09831671113351
Norte,Homens,75-79,0.0023832084988235,0.0023073735533637,4.53818068006917
Norte,Homens,80-84,0.003950825413219,0.003899024286457,4.77773736023959
Norte,Homens,85-89,0.0082272109946012,0.0081283868977323,6.2173860916662
Norte,Homens,90+,0.0180371460019436,0.0178059419685989,8.62866656947886
Norte,Ambos,0,0.001411689754437,0.0010652594137452,6.47833879715558
Norte,Ambos,1-4,7.35392832361737e-05,6.07623017433427e-05,7.65015826607749
Norte,Ambos,5-9,3.34248811729907e-05,3.33734662145261e-05,10.0539386162175
Norte,Ambos,10-14,2.48694687018103e-05,2.47430991752835e-05,6.36981956474922
Norte,Ambos,15-19,6.15435893030389e-05,5.75256645165322e-05,4.06171765136601
